benchmark_id,Model,ROC,precision at rank n,execution time
wine_benchmark_1305,PCA,0.5878,0.0615,0.007
wine_benchmark_1305,LODA,0.626,0.0564,0.047
wine_benchmark_1306,KNN,0.6019,0.0821,0.5315
wine_benchmark_1306,LOF,0.5783,0.0667,0.4324
wine_benchmark_1306,PCA,0.5751,0.0667,0.007
wine_benchmark_1306,LODA,0.5915,0.0567,0.052
wine_benchmark_1307,KNN,0.6054,0.0615,0.5255
wine_benchmark_1307,LOF,0.5805,0.0564,0.4354
wine_benchmark_1307,PCA,0.5794,0.0615,0.007
wine_benchmark_1307,LODA,0.6414,0.041,0.048
wine_benchmark_1308,KNN,0.5897,0.0564,0.5025
wine_benchmark_1308,LOF,0.5886,0.0769,0.4379
wine_benchmark_1308,PCA,0.5803,0.0513,0.007
wine_benchmark_1308,LODA,0.5189,0.0462,0.046
wine_benchmark_1309,KNN,0.6642,0.0979,0.5008
wine_benchmark_1309,LOF,0.6189,0.1026,0.4364
wine_benchmark_1309,PCA,0.5864,0.0564,0.006
wine_benchmark_1309,LODA,0.5975,0.0615,0.039
wine_benchmark_1310,KNN,0.637,0.1179,0.5159
wine_benchmark_1310,LOF,0.6062,0.1077,0.4268
wine_benchmark_1310,PCA,0.5793,0.0615,0.006
wine_benchmark_1310,LODA,0.605,0.0718,0.049
wine_benchmark_1311,KNN,0.626,0.0564,0.5025
wine_benchmark_1311,LOF,0.5914,0.0615,0.4229
wine_benchmark_1311,PCA,0.5757,0.0462,0.006
wine_benchmark_1311,LODA,0.5193,0.041,0.047
wine_benchmark_1312,KNN,0.6268,0.0769,0.5085
wine_benchmark_1312,LOF,0.5809,0.0769,0.4234
wine_benchmark_1312,PCA,0.5638,0.0615,0.007
wine_benchmark_1312,LODA,0.5752,0.0928,0.046
wine_benchmark_1313,KNN,0.6563,0.1231,0.5135
wine_benchmark_1313,LOF,0.6246,0.1333,0.4494
wine_benchmark_1313,PCA,0.5949,0.0615,0.006
wine_benchmark_1313,LODA,0.5533,0.0412,0.048
wine_benchmark_1314,KNN,0.6012,0.0769,0.5424
wine_benchmark_1314,LOF,0.5756,0.0615,0.4579
wine_benchmark_1314,PCA,0.5987,0.0412,0.008
wine_benchmark_1314,LODA,0.564,0.0564,0.053
wine_benchmark_1315,KNN,0.6268,0.1026,0.5028
wine_benchmark_1315,LOF,0.5813,0.1134,0.4214
wine_benchmark_1315,PCA,0.5691,0.0462,0.006
wine_benchmark_1315,LODA,0.6059,0.0769,0.046
wine_benchmark_1316,KNN,0.6222,0.0619,0.5095
wine_benchmark_1316,LOF,0.5904,0.0615,0.4344
wine_benchmark_1316,PCA,0.5488,0.0515,0.006
wine_benchmark_1316,LODA,0.6105,0.0781,0.045
wine_benchmark_1317,KNN,0.6411,0.1026,0.5005
wine_benchmark_1317,LOF,0.5657,0.0923,0.4324
wine_benchmark_1317,PCA,0.5992,0.0561,0.009
wine_benchmark_1317,LODA,0.5823,0.0564,0.043
wine_benchmark_1318,KNN,0.5997,0.0923,0.5025
wine_benchmark_1318,LOF,0.5766,0.0872,0.4494
wine_benchmark_1318,PCA,0.5833,0.0615,0.006
wine_benchmark_1318,LODA,0.5402,0.0667,0.051
wine_benchmark_1319,KNN,0.6564,0.0872,0.504
wine_benchmark_1319,LOF,0.6088,0.0513,0.4504
wine_benchmark_1319,PCA,0.5642,0.0718,0.006
wine_benchmark_1319,LODA,0.5077,0.0256,0.049
wine_benchmark_1320,KNN,0.6319,0.0718,0.51
wine_benchmark_1320,LOF,0.5976,0.0564,0.4374
wine_benchmark_1320,PCA,0.5873,0.0564,0.006
wine_benchmark_1320,LODA,0.5551,0.0872,0.045
wine_benchmark_1321,KNN,0.5768,0.0971,0.4164
wine_benchmark_1321,LOF,0.5777,0.0914,0.3483
wine_benchmark_1321,PCA,0.5512,0.0914,0.005
wine_benchmark_1321,LODA,0.5235,0.08,0.037
wine_benchmark_1322,KNN,0.5954,0.0795,0.4024
wine_benchmark_1322,LOF,0.578,0.0795,0.2973
wine_benchmark_1322,PCA,0.563,0.0795,0.006
wine_benchmark_1322,LODA,0.5512,0.08,0.0471
wine_benchmark_1323,KNN,0.594,0.1136,0.4234
wine_benchmark_1323,LOF,0.5743,0.108,0.3043
wine_benchmark_1323,PCA,0.5675,0.0625,0.005
wine_benchmark_1323,LODA,0.564,0.0568,0.046
wine_benchmark_1324,KNN,0.6263,0.125,0.4044
wine_benchmark_1324,LOF,0.6047,0.125,0.3143
wine_benchmark_1324,PCA,0.5918,0.108,0.007
wine_benchmark_1324,LODA,0.6061,0.108,0.049
wine_benchmark_1325,KNN,0.5683,0.1264,0.4064
wine_benchmark_1325,LOF,0.5437,0.1143,0.3063
wine_benchmark_1325,PCA,0.5554,0.08,0.006
wine_benchmark_1325,LODA,0.5741,0.0743,0.047
wine_benchmark_1326,KNN,0.5916,0.1734,0.3959
wine_benchmark_1326,LOF,0.5932,0.1792,0.3123
wine_benchmark_1326,PCA,0.5983,0.0983,0.006
wine_benchmark_1326,LODA,0.5623,0.0867,0.052
wine_benchmark_1327,KNN,0.5703,0.1207,0.4228
wine_benchmark_1327,LOF,0.5754,0.1092,0.3323
wine_benchmark_1327,PCA,0.5784,0.104,0.006
wine_benchmark_1327,LODA,0.5852,0.104,0.04
wine_benchmark_1328,KNN,0.5555,0.0925,0.4014
wine_benchmark_1328,LOF,0.5605,0.0925,0.3133
wine_benchmark_1328,PCA,0.5703,0.0462,0.006
wine_benchmark_1328,LODA,0.5944,0.0578,0.045
wine_benchmark_1329,KNN,0.5906,0.0914,0.4264
wine_benchmark_1329,LOF,0.5785,0.0857,0.3413
wine_benchmark_1329,PCA,0.5386,0.0686,0.006
wine_benchmark_1329,LODA,0.5762,0.0571,0.039
wine_benchmark_1330,KNN,0.5767,0.1023,0.4064
wine_benchmark_1330,LOF,0.5664,0.0904,0.3213
wine_benchmark_1330,PCA,0.5324,0.0625,0.005
wine_benchmark_1330,LODA,0.4914,0.0398,0.046
wine_benchmark_1331,KNN,0.5559,0.0843,0.4174
wine_benchmark_1331,LOF,0.557,0.0899,0.3033
wine_benchmark_1331,PCA,0.5572,0.073,0.006
wine_benchmark_1331,LODA,0.5724,0.0843,0.049
wine_benchmark_1332,KNN,0.5932,0.1034,0.4064
wine_benchmark_1332,LOF,0.5779,0.1034,0.3023
wine_benchmark_1332,PCA,0.5761,0.069,0.006
wine_benchmark_1332,LODA,0.6129,0.0805,0.046
wine_benchmark_1333,KNN,0.5662,0.108,0.4139
wine_benchmark_1333,LOF,0.563,0.0966,0.3563
wine_benchmark_1333,PCA,0.5547,0.1023,0.005
wine_benchmark_1333,LODA,0.5114,0.0909,0.041
wine_benchmark_1334,KNN,0.6101,0.108,0.4144
wine_benchmark_1334,LOF,0.5972,0.1023,0.3068
wine_benchmark_1334,PCA,0.5713,0.0795,0.006
wine_benchmark_1334,LODA,0.5676,0.0568,0.047
wine_benchmark_1335,KNN,0.5531,0.0977,0.4089
wine_benchmark_1335,LOF,0.5537,0.1149,0.3183
wine_benchmark_1335,PCA,0.5568,0.0517,0.006
wine_benchmark_1335,LODA,0.5616,0.0517,0.039
wine_benchmark_1336,KNN,0.5859,0.0971,0.4125
wine_benchmark_1336,LOF,0.5985,0.0857,0.3413
wine_benchmark_1336,PCA,0.5565,0.0514,0.006
wine_benchmark_1336,LODA,0.5925,0.12,0.04
wine_benchmark_1337,KNN,0.5659,0.0909,0.4234
wine_benchmark_1337,LOF,0.5529,0.0852,0.3383
wine_benchmark_1337,PCA,0.5522,0.0739,0.006
wine_benchmark_1337,LODA,0.5651,0.0795,0.053
wine_benchmark_1338,KNN,0.5978,0.1034,0.4164
wine_benchmark_1338,LOF,0.5745,0.1092,0.2963
wine_benchmark_1338,PCA,0.5996,0.0862,0.006
wine_benchmark_1338,LODA,0.5511,0.08,0.045
wine_benchmark_1339,KNN,0.5734,0.1136,0.4044
wine_benchmark_1339,LOF,0.5778,0.1193,0.3163
wine_benchmark_1339,PCA,0.5551,0.0909,0.005
wine_benchmark_1339,LODA,0.5648,0.0795,0.05
wine_benchmark_1340,KNN,0.599,0.1143,0.4128
wine_benchmark_1340,LOF,0.5832,0.1143,0.3077
wine_benchmark_1340,PCA,0.5534,0.0852,0.006
wine_benchmark_1340,LODA,0.589,0.0994,0.046
wine_benchmark_1341,KNN,0.5796,0.1257,0.4117
wine_benchmark_1341,LOF,0.5596,0.12,0.3223
wine_benchmark_1341,PCA,0.5553,0.08,0.008
wine_benchmark_1341,LODA,0.5183,0.0857,0.048
wine_benchmark_1342,KNN,0.5577,0.113,0.4064
wine_benchmark_1342,LOF,0.5279,0.1073,0.3433
wine_benchmark_1342,PCA,0.5608,0.0565,0.006
wine_benchmark_1342,LODA,0.627,0.0791,0.044
wine_benchmark_1343,KNN,0.5645,0.0809,0.4294
wine_benchmark_1343,LOF,0.5746,0.08,0.3367
wine_benchmark_1343,PCA,0.5291,0.0686,0.006
wine_benchmark_1343,LODA,0.6008,0.0914,0.05
wine_benchmark_1344,KNN,0.61,0.1307,0.4154
wine_benchmark_1344,LOF,0.6162,0.142,0.3433
wine_benchmark_1344,PCA,0.6204,0.1193,0.007
wine_benchmark_1344,LODA,0.617,0.1307,0.045
wine_benchmark_1345,KNN,0.6134,0.0977,0.4204
wine_benchmark_1345,LOF,0.5764,0.1092,0.2998
wine_benchmark_1345,PCA,0.5671,0.069,0.006
wine_benchmark_1345,LODA,0.5975,0.0747,0.0465
wine_benchmark_1346,KNN,0.602,0.1034,0.4014
wine_benchmark_1346,LOF,0.6115,0.0977,0.3108
wine_benchmark_1346,PCA,0.57,0.0632,0.006
wine_benchmark_1346,LODA,0.5996,0.0581,0.0501
wine_benchmark_1347,KNN,0.5931,0.08,0.4334
wine_benchmark_1347,LOF,0.5908,0.0805,0.3353
wine_benchmark_1347,PCA,0.5807,0.0857,0.006
wine_benchmark_1347,LODA,0.5665,0.0971,0.041
wine_benchmark_1348,KNN,0.5887,0.0909,0.4094
wine_benchmark_1348,LOF,0.5797,0.1023,0.3143
wine_benchmark_1348,PCA,0.5703,0.0682,0.006
wine_benchmark_1348,LODA,0.5988,0.0795,0.039
wine_benchmark_1349,KNN,0.5948,0.0805,0.4149
wine_benchmark_1349,LOF,0.5906,0.0629,0.3143
wine_benchmark_1349,PCA,0.5681,0.0571,0.006
wine_benchmark_1349,LODA,0.5854,0.0686,0.046
wine_benchmark_1350,KNN,0.6075,0.12,0.4064
wine_benchmark_1350,LOF,0.5855,0.1086,0.3403
wine_benchmark_1350,PCA,0.6086,0.08,0.007
wine_benchmark_1350,LODA,0.5697,0.0636,0.045
wine_benchmark_1351,KNN,0.6074,0.1023,0.4074
wine_benchmark_1351,LOF,0.6124,0.1307,0.3163
wine_benchmark_1351,PCA,0.5335,0.0739,0.006
wine_benchmark_1351,LODA,0.5281,0.0682,0.045
wine_benchmark_1352,KNN,0.6098,0.1264,0.4039
wine_benchmark_1352,LOF,0.6043,0.1207,0.3033
wine_benchmark_1352,PCA,0.571,0.069,0.006
wine_benchmark_1352,LODA,0.5492,0.0862,0.0495
wine_benchmark_1353,KNN,0.5529,0.0678,0.4204
wine_benchmark_1353,LOF,0.5526,0.0568,0.3363
wine_benchmark_1353,PCA,0.5103,0.0565,0.006
wine_benchmark_1353,LODA,0.4766,0.0508,0.052
wine_benchmark_1354,KNN,0.5617,0.0909,0.4249
wine_benchmark_1354,LOF,0.5514,0.0971,0.3303
wine_benchmark_1354,PCA,0.556,0.1023,0.006
wine_benchmark_1354,LODA,0.5438,0.0795,0.037
wine_benchmark_1355,KNN,0.5891,0.0914,0.4194
wine_benchmark_1355,LOF,0.5717,0.1029,0.3323
wine_benchmark_1355,PCA,0.571,0.1029,0.006
wine_benchmark_1355,LODA,0.6228,0.0743,0.047
wine_benchmark_1356,KNN,0.592,0.125,0.4034
wine_benchmark_1356,LOF,0.582,0.1193,0.3003
wine_benchmark_1356,PCA,0.6085,0.0966,0.006
wine_benchmark_1356,LODA,0.59,0.0743,0.047
wine_benchmark_1357,KNN,0.5558,0.12,0.4094
wine_benchmark_1357,LOF,0.5539,0.08,0.3053
wine_benchmark_1357,PCA,0.6036,0.0914,0.006
wine_benchmark_1357,LODA,0.5949,0.1143,0.0551
wine_benchmark_1358,KNN,0.5731,0.1034,0.4174
wine_benchmark_1358,LOF,0.556,0.0805,0.3233
wine_benchmark_1358,PCA,0.5929,0.1092,0.008
wine_benchmark_1358,LODA,0.6084,0.0925,0.043
wine_benchmark_1359,KNN,0.561,0.0852,0.4314
wine_benchmark_1359,LOF,0.557,0.0909,0.3228
wine_benchmark_1359,PCA,0.5492,0.0625,0.006
wine_benchmark_1359,LODA,0.5428,0.0743,0.048
wine_benchmark_1360,KNN,0.5529,0.1029,0.4169
wine_benchmark_1360,LOF,0.5548,0.0857,0.3038
wine_benchmark_1360,PCA,0.567,0.0795,0.005
wine_benchmark_1360,LODA,0.5758,0.0966,0.039
wine_benchmark_1361,KNN,0.5726,0.0791,0.4154
wine_benchmark_1361,LOF,0.5782,0.0734,0.3283
wine_benchmark_1361,PCA,0.5163,0.0339,0.007
wine_benchmark_1361,LODA,0.4898,0.0282,0.041
wine_benchmark_1362,KNN,0.5592,0.096,0.4105
wine_benchmark_1362,LOF,0.5541,0.1073,0.3133
wine_benchmark_1362,PCA,0.5653,0.0734,0.006
wine_benchmark_1362,LODA,0.5611,0.0682,0.049
wine_benchmark_1363,KNN,0.5288,0.0791,0.4121
wine_benchmark_1363,LOF,0.56,0.0904,0.3413
wine_benchmark_1363,PCA,0.5243,0.0734,0.007
wine_benchmark_1363,LODA,0.514,0.0508,0.041
wine_benchmark_1364,KNN,0.5732,0.0636,0.4064
wine_benchmark_1364,LOF,0.5535,0.0462,0.3198
wine_benchmark_1364,PCA,0.5816,0.0462,0.006
wine_benchmark_1364,LODA,0.6198,0.0578,0.051
wine_benchmark_1365,KNN,0.5705,0.0575,0.4079
wine_benchmark_1365,LOF,0.5595,0.069,0.3643
wine_benchmark_1365,PCA,0.5327,0.069,0.006
wine_benchmark_1365,LODA,0.4791,0.046,0.045
wine_benchmark_1366,KNN,0.5738,0.1098,0.4123
wine_benchmark_1366,LOF,0.5545,0.0809,0.3303
wine_benchmark_1366,PCA,0.5514,0.0751,0.006
wine_benchmark_1366,LODA,0.583,0.0698,0.043
wine_benchmark_1367,KNN,0.5713,0.0867,0.4094
wine_benchmark_1367,LOF,0.572,0.0925,0.3413
wine_benchmark_1367,PCA,0.5504,0.0462,0.005
wine_benchmark_1367,LODA,0.5526,0.0462,0.0506
wine_benchmark_1368,KNN,0.5691,0.0457,0.4114
wine_benchmark_1368,LOF,0.5579,0.0686,0.3123
wine_benchmark_1368,PCA,0.5425,0.0571,0.007
wine_benchmark_1368,LODA,0.5104,0.0629,0.048
wine_benchmark_1369,KNN,0.5637,0.069,0.4084
wine_benchmark_1369,LOF,0.5809,0.0747,0.3143
wine_benchmark_1369,PCA,0.5602,0.069,0.007
wine_benchmark_1369,LODA,0.5992,0.0575,0.05
wine_benchmark_1370,KNN,0.573,0.0618,0.4274
wine_benchmark_1370,LOF,0.5509,0.0618,0.3423
wine_benchmark_1370,PCA,0.5482,0.0337,0.009
wine_benchmark_1370,LODA,0.5449,0.0449,0.046
wine_benchmark_1371,KNN,0.5355,0.0568,0.4184
wine_benchmark_1371,LOF,0.5282,0.0571,0.3588
wine_benchmark_1371,PCA,0.5392,0.0341,0.007
wine_benchmark_1371,LODA,0.5466,0.0455,0.048
wine_benchmark_1372,KNN,0.5797,0.0743,0.4224
wine_benchmark_1372,LOF,0.591,0.0629,0.3283
wine_benchmark_1372,PCA,0.5391,0.0629,0.006
wine_benchmark_1372,LODA,0.5629,0.0457,0.041
wine_benchmark_1373,KNN,0.5364,0.0795,0.4274
wine_benchmark_1373,LOF,0.5582,0.0909,0.3323
wine_benchmark_1373,PCA,0.5406,0.0511,0.006
wine_benchmark_1373,LODA,0.6018,0.0739,0.035
wine_benchmark_1374,KNN,0.544,0.0852,0.4104
wine_benchmark_1374,LOF,0.5608,0.0966,0.3083
wine_benchmark_1374,PCA,0.5226,0.0514,0.006
wine_benchmark_1374,LODA,0.5882,0.0739,0.045
wine_benchmark_1375,KNN,0.5567,0.0514,0.4084
wine_benchmark_1375,LOF,0.5476,0.0686,0.3048
wine_benchmark_1375,PCA,0.5627,0.0571,0.007
wine_benchmark_1375,LODA,0.5494,0.0686,0.042
wine_benchmark_1376,KNN,0.5773,0.0739,0.4119
wine_benchmark_1376,LOF,0.582,0.0739,0.3444
wine_benchmark_1376,PCA,0.5346,0.0682,0.007
wine_benchmark_1376,LODA,0.4954,0.0625,0.0551
wine_benchmark_1377,KNN,0.5506,0.0632,0.4074
wine_benchmark_1377,LOF,0.579,0.069,0.3263
wine_benchmark_1377,PCA,0.5248,0.0345,0.006
wine_benchmark_1377,LODA,0.5733,0.0405,0.043
wine_benchmark_1378,KNN,0.5917,0.08,0.4127
wine_benchmark_1378,LOF,0.5734,0.0743,0.3253
wine_benchmark_1378,PCA,0.5602,0.0514,0.007
wine_benchmark_1378,LODA,0.6217,0.04,0.0525
wine_benchmark_1379,KNN,0.5634,0.0625,0.4094
wine_benchmark_1379,LOF,0.5667,0.0966,0.3343
wine_benchmark_1379,PCA,0.5397,0.0398,0.006
wine_benchmark_1379,LODA,0.541,0.0341,0.045
wine_benchmark_1380,KNN,0.5711,0.0625,0.4084
wine_benchmark_1380,LOF,0.5602,0.0795,0.3493
wine_benchmark_1380,PCA,0.533,0.0682,0.005
wine_benchmark_1380,LODA,0.5523,0.0795,0.045
wine_benchmark_1501,KNN,0.6154,0.1845,0.5335
wine_benchmark_1501,LOF,0.5954,0.1481,0.4534
wine_benchmark_1501,PCA,0.5979,0.1557,0.007
wine_benchmark_1501,LODA,0.6002,0.1602,0.05
wine_benchmark_1502,KNN,0.6457,0.2044,0.5741
wine_benchmark_1502,LOF,0.6079,0.1626,0.5005
wine_benchmark_1502,PCA,0.5993,0.1675,0.006
wine_benchmark_1502,LODA,0.5215,0.1456,0.043
wine_benchmark_1503,KNN,0.6543,0.2112,0.5325
wine_benchmark_1503,LOF,0.6265,0.1869,0.4474
wine_benchmark_1503,PCA,0.6069,0.1553,0.007
wine_benchmark_1503,LODA,0.6065,0.1917,0.043
wine_benchmark_1504,KNN,0.621,0.1602,0.5655
wine_benchmark_1504,LOF,0.5834,0.1602,0.4929
wine_benchmark_1504,PCA,0.6057,0.1626,0.007
wine_benchmark_1504,LODA,0.5545,0.1262,0.045
wine_benchmark_1505,KNN,0.6298,0.1675,0.547
wine_benchmark_1505,LOF,0.6162,0.1481,0.4684
wine_benchmark_1505,PCA,0.5886,0.1752,0.006
wine_benchmark_1505,LODA,0.6494,0.1748,0.041
wine_benchmark_1506,KNN,0.639,0.1917,0.5695
wine_benchmark_1506,LOF,0.6122,0.1723,0.51
wine_benchmark_1506,PCA,0.5944,0.1845,0.007
wine_benchmark_1506,LODA,0.59,0.1675,0.049
wine_benchmark_1507,KNN,0.6259,0.1917,0.5645
wine_benchmark_1507,LOF,0.5919,0.1748,0.493
wine_benchmark_1507,PCA,0.5862,0.1723,0.007
wine_benchmark_1507,LODA,0.5385,0.1432,0.0561
wine_benchmark_1508,KNN,0.6306,0.199,0.5653
wine_benchmark_1508,LOF,0.6099,0.165,0.4894
wine_benchmark_1508,PCA,0.585,0.1505,0.007
wine_benchmark_1508,LODA,0.554,0.1302,0.045
wine_benchmark_1509,KNN,0.6278,0.1796,0.5614
wine_benchmark_1509,LOF,0.5922,0.1481,0.4682
wine_benchmark_1509,PCA,0.5916,0.1408,0.006
wine_benchmark_1509,LODA,0.6291,0.1659,0.0551
wine_benchmark_1510,KNN,0.6329,0.1845,0.5445
wine_benchmark_1510,LOF,0.6105,0.165,0.4514
wine_benchmark_1510,PCA,0.594,0.1772,0.006
wine_benchmark_1510,LODA,0.6437,0.1723,0.047
wine_benchmark_1511,KNN,0.6177,0.1748,0.5405
wine_benchmark_1511,LOF,0.5872,0.1602,0.4604
wine_benchmark_1511,PCA,0.5844,0.1578,0.006
wine_benchmark_1511,LODA,0.5856,0.1505,0.053
wine_benchmark_1512,KNN,0.6477,0.1922,0.575
wine_benchmark_1512,LOF,0.6142,0.1723,0.5015
wine_benchmark_1512,PCA,0.5693,0.165,0.007
wine_benchmark_1512,LODA,0.5289,0.1265,0.049
wine_benchmark_1513,KNN,0.6397,0.2112,0.5925
wine_benchmark_1513,LOF,0.6225,0.1873,0.4975
wine_benchmark_1513,PCA,0.6134,0.1893,0.007
wine_benchmark_1513,LODA,0.558,0.1602,0.048
wine_benchmark_1514,KNN,0.6264,0.1626,0.544
wine_benchmark_1514,LOF,0.5985,0.1411,0.4684
wine_benchmark_1514,PCA,0.5916,0.1845,0.007
wine_benchmark_1514,LODA,0.5803,0.165,0.045
wine_benchmark_1515,KNN,0.6211,0.182,0.5315
wine_benchmark_1515,LOF,0.5943,0.1748,0.4494
wine_benchmark_1515,PCA,0.5912,0.1796,0.007
wine_benchmark_1515,LODA,0.4594,0.1165,0.051
wine_benchmark_1516,KNN,0.632,0.182,0.5555
wine_benchmark_1516,LOF,0.6085,0.1505,0.4955
wine_benchmark_1516,PCA,0.5867,0.165,0.007
wine_benchmark_1516,LODA,0.637,0.1845,0.051
wine_benchmark_1517,KNN,0.6219,0.1942,0.573
wine_benchmark_1517,LOF,0.6,0.1553,0.5018
wine_benchmark_1517,PCA,0.5699,0.1748,0.006
wine_benchmark_1517,LODA,0.5312,0.1359,0.054
wine_benchmark_1518,KNN,0.6147,0.1748,0.54
wine_benchmark_1518,LOF,0.5894,0.165,0.4648
wine_benchmark_1518,PCA,0.5841,0.1529,0.007
wine_benchmark_1518,LODA,0.5846,0.1553,0.049
wine_benchmark_1519,KNN,0.6492,0.1748,0.571
wine_benchmark_1519,LOF,0.6028,0.1293,0.4894
wine_benchmark_1519,PCA,0.6165,0.1723,0.007
wine_benchmark_1519,LODA,0.6549,0.2136,0.051
wine_benchmark_1520,KNN,0.611,0.182,0.5555
wine_benchmark_1520,LOF,0.5886,0.1481,0.4684
wine_benchmark_1520,PCA,0.5762,0.1481,0.008
wine_benchmark_1520,LODA,0.6039,0.1408,0.05
wine_benchmark_1521,KNN,0.6413,0.1893,0.5565
wine_benchmark_1521,LOF,0.6003,0.1481,0.4694
wine_benchmark_1521,PCA,0.6084,0.182,0.007
wine_benchmark_1521,LODA,0.5363,0.1359,0.0571
wine_benchmark_1522,KNN,0.6296,0.1796,0.5855
wine_benchmark_1522,LOF,0.6181,0.1748,0.5
wine_benchmark_1522,PCA,0.5927,0.1602,0.008
wine_benchmark_1522,LODA,0.6063,0.1359,0.048
wine_benchmark_1523,KNN,0.6179,0.1723,0.5475
wine_benchmark_1523,LOF,0.5965,0.1432,0.4609
wine_benchmark_1523,PCA,0.5701,0.1533,0.007
wine_benchmark_1523,LODA,0.5263,0.1244,0.049
wine_benchmark_1524,KNN,0.6006,0.1845,0.5625
wine_benchmark_1524,LOF,0.5914,0.1772,0.4965
wine_benchmark_1524,PCA,0.5862,0.1748,0.008
wine_benchmark_1524,LODA,0.5604,0.165,0.048
wine_benchmark_1525,KNN,0.6289,0.2015,0.5399
wine_benchmark_1525,LOF,0.5996,0.1796,0.4544
wine_benchmark_1525,PCA,0.5828,0.1675,0.006
wine_benchmark_1525,LODA,0.5675,0.2019,0.0551
wine_benchmark_1526,KNN,0.614,0.1854,0.5825
wine_benchmark_1526,LOF,0.5946,0.1505,0.5305
wine_benchmark_1526,PCA,0.5935,0.1553,0.007
wine_benchmark_1526,LODA,0.6562,0.1748,0.053
wine_benchmark_1527,KNN,0.6208,0.199,0.5665
wine_benchmark_1527,LOF,0.591,0.1626,0.4955
wine_benchmark_1527,PCA,0.5822,0.1578,0.008
wine_benchmark_1527,LODA,0.602,0.1432,0.046
wine_benchmark_1528,KNN,0.6626,0.1966,0.5665
wine_benchmark_1528,LOF,0.6155,0.1626,0.4817
wine_benchmark_1528,PCA,0.598,0.1796,0.007
wine_benchmark_1528,LODA,0.5573,0.1338,0.046
wine_benchmark_1529,KNN,0.639,0.2039,0.5705
wine_benchmark_1529,LOF,0.6124,0.1845,0.519
wine_benchmark_1529,PCA,0.6011,0.1578,0.007
wine_benchmark_1529,LODA,0.5702,0.1578,0.0446
wine_benchmark_1530,KNN,0.61,0.1723,0.5785
wine_benchmark_1530,LOF,0.5914,0.1553,0.506
wine_benchmark_1530,PCA,0.5834,0.1456,0.008
wine_benchmark_1530,LODA,0.5594,0.1117,0.0651
wine_benchmark_1531,KNN,0.6319,0.1946,0.5515
wine_benchmark_1531,LOF,0.6096,0.1723,0.4754
wine_benchmark_1531,PCA,0.6095,0.165,0.006
wine_benchmark_1531,LODA,0.6163,0.1634,0.048
wine_benchmark_1532,KNN,0.6029,0.1772,0.5605
wine_benchmark_1532,LOF,0.581,0.1699,0.4824
wine_benchmark_1532,PCA,0.5634,0.1456,0.007
wine_benchmark_1532,LODA,0.5879,0.1723,0.0621
wine_benchmark_1533,KNN,0.6225,0.1723,0.5745
wine_benchmark_1533,LOF,0.5828,0.1314,0.4814
wine_benchmark_1533,PCA,0.5934,0.1602,0.007
wine_benchmark_1533,LODA,0.5666,0.1408,0.0501
wine_benchmark_1534,KNN,0.6444,0.1917,0.5695
wine_benchmark_1534,LOF,0.6031,0.1626,0.487
wine_benchmark_1534,PCA,0.5854,0.1626,0.007
wine_benchmark_1534,LODA,0.5125,0.1383,0.053
wine_benchmark_1535,KNN,0.6356,0.1893,0.597
wine_benchmark_1535,LOF,0.6106,0.1772,0.5073
wine_benchmark_1535,PCA,0.6013,0.163,0.006
wine_benchmark_1535,LODA,0.6268,0.1893,0.052
wine_benchmark_1536,KNN,0.6085,0.1626,0.5515
wine_benchmark_1536,LOF,0.5842,0.1432,0.4855
wine_benchmark_1536,PCA,0.5977,0.1456,0.007
wine_benchmark_1536,LODA,0.5737,0.1873,0.0561
wine_benchmark_1537,KNN,0.6379,0.2063,0.5835
wine_benchmark_1537,LOF,0.6137,0.1723,0.4902
wine_benchmark_1537,PCA,0.6045,0.2039,0.007
wine_benchmark_1537,LODA,0.5663,0.1748,0.054
wine_benchmark_1538,KNN,0.5993,0.1748,0.5965
wine_benchmark_1538,LOF,0.5814,0.1432,0.5165
wine_benchmark_1538,PCA,0.5752,0.1509,0.007
wine_benchmark_1538,LODA,0.5199,0.1265,0.052
wine_benchmark_1539,KNN,0.635,0.2039,0.5535
wine_benchmark_1539,LOF,0.6056,0.165,0.4719
wine_benchmark_1539,PCA,0.6027,0.1582,0.007
wine_benchmark_1539,LODA,0.5746,0.165,0.051
wine_benchmark_1540,KNN,0.619,0.1917,0.5435
wine_benchmark_1540,LOF,0.5924,0.1432,0.4649
wine_benchmark_1540,PCA,0.6031,0.1432,0.007
wine_benchmark_1540,LODA,0.6312,0.1505,0.0501
wine_benchmark_1541,KNN,0.6246,0.1748,0.5435
wine_benchmark_1541,LOF,0.5896,0.1456,0.4554
wine_benchmark_1541,PCA,0.5661,0.1262,0.007
wine_benchmark_1541,LODA,0.5695,0.1505,0.0561
wine_benchmark_1542,KNN,0.6111,0.1456,0.5365
wine_benchmark_1542,LOF,0.5795,0.1408,0.4614
wine_benchmark_1542,PCA,0.5838,0.1311,0.008
wine_benchmark_1542,LODA,0.5968,0.1068,0.044
wine_benchmark_1543,KNN,0.6031,0.1602,0.532
wine_benchmark_1543,LOF,0.5757,0.1262,0.4507
wine_benchmark_1543,PCA,0.5882,0.1383,0.006
wine_benchmark_1543,LODA,0.6514,0.1189,0.051
wine_benchmark_1544,KNN,0.5989,0.1553,0.539
wine_benchmark_1544,LOF,0.5804,0.1359,0.4604
wine_benchmark_1544,PCA,0.5617,0.1359,0.007
