benchmark_id,Model,ROC,precision at rank n,execution time
imgseg_benchmark_0407,PCA,0.4369,0.0,0.003
imgseg_benchmark_0407,LODA,0.237,0.0,0.02
imgseg_benchmark_0408,KNN,0.8253,0.0,0.1101
imgseg_benchmark_0408,LOF,0.9453,0.0,0.0591
imgseg_benchmark_0408,PCA,0.7062,0.0,0.002
imgseg_benchmark_0408,LODA,0.5669,0.0,0.021
imgseg_benchmark_0409,KNN,0.734,0.0,0.1061
imgseg_benchmark_0409,LOF,0.8304,0.0,0.0571
imgseg_benchmark_0409,PCA,0.3013,0.0,0.003
imgseg_benchmark_0409,LODA,0.4529,0.0,0.023
imgseg_benchmark_0410,KNN,0.9482,0.0,0.1031
imgseg_benchmark_0410,LOF,0.8114,0.0,0.0581
imgseg_benchmark_0410,PCA,0.9638,0.0,0.003
imgseg_benchmark_0410,LODA,0.987,0.0,0.021
imgseg_benchmark_0411,KNN,0.8523,0.0,0.1025
imgseg_benchmark_0411,LOF,0.8763,0.0,0.0561
imgseg_benchmark_0411,PCA,0.484,0.0,0.003
imgseg_benchmark_0411,LODA,0.4503,0.0,0.021
imgseg_benchmark_0412,KNN,0.9857,0.0,0.1011
imgseg_benchmark_0412,LOF,1.0,1.0,0.05
imgseg_benchmark_0412,PCA,0.987,0.0,0.003
imgseg_benchmark_0412,LODA,0.9857,0.0,0.021
imgseg_benchmark_0413,KNN,0.3497,0.0,0.1251
imgseg_benchmark_0413,LOF,0.4104,0.0,0.0711
imgseg_benchmark_0413,PCA,0.2963,0.0,0.003
imgseg_benchmark_0413,LODA,0.1128,0.0,0.022
imgseg_benchmark_0414,KNN,0.4653,0.0,0.1061
imgseg_benchmark_0414,LOF,0.787,0.0,0.0561
imgseg_benchmark_0414,PCA,0.3173,0.0,0.002
imgseg_benchmark_0414,LODA,0.58,0.0,0.02
imgseg_benchmark_0415,KNN,0.9259,0.0,0.1051
imgseg_benchmark_0415,LOF,0.9179,0.0,0.0571
imgseg_benchmark_0415,PCA,0.8245,0.0,0.003
imgseg_benchmark_0415,LODA,0.4196,0.0,0.02
imgseg_benchmark_0416,KNN,0.9882,0.0,0.0991
imgseg_benchmark_0416,LOF,1.0,1.0,0.0515
imgseg_benchmark_0416,PCA,0.9886,0.0,0.003
imgseg_benchmark_0416,LODA,0.9848,0.0,0.022
imgseg_benchmark_0417,KNN,0.915,0.0,0.1021
imgseg_benchmark_0417,LOF,0.968,0.0,0.0571
imgseg_benchmark_0417,PCA,0.7917,0.0,0.003
imgseg_benchmark_0417,LODA,0.8194,0.0,0.021
imgseg_benchmark_0418,KNN,0.8775,0.0,0.1171
imgseg_benchmark_0418,LOF,0.875,0.0,0.0611
imgseg_benchmark_0418,PCA,0.8047,0.0,0.003
imgseg_benchmark_0418,LODA,0.0652,0.0,0.026
imgseg_benchmark_0419,KNN,0.9823,0.0,0.0991
imgseg_benchmark_0419,LOF,1.0,1.0,0.054
imgseg_benchmark_0419,PCA,0.9857,0.0,0.002
imgseg_benchmark_0419,LODA,0.9899,0.0,0.02
imgseg_benchmark_0420,KNN,0.9777,0.0,0.1031
imgseg_benchmark_0420,LOF,1.0,1.0,0.052
imgseg_benchmark_0420,PCA,0.9861,0.0,0.002
imgseg_benchmark_0420,LODA,0.992,0.0,0.019
imgseg_benchmark_0601,KNN,0.6463,0.0,0.1031
imgseg_benchmark_0601,LOF,0.8695,0.3333,0.051
imgseg_benchmark_0601,PCA,0.6852,0.0,0.003
imgseg_benchmark_0601,LODA,0.6049,0.0,0.02
imgseg_benchmark_0602,KNN,0.8723,0.0,0.1021
imgseg_benchmark_0602,LOF,0.9648,0.3333,0.052
imgseg_benchmark_0602,PCA,0.7469,0.0,0.003
imgseg_benchmark_0602,LODA,0.6357,0.0,0.022
imgseg_benchmark_0603,KNN,0.7427,0.0,0.1021
imgseg_benchmark_0603,LOF,0.8674,0.1667,0.0581
imgseg_benchmark_0603,PCA,0.6879,0.0,0.003
imgseg_benchmark_0603,LODA,0.534,0.0,0.019
imgseg_benchmark_0604,KNN,0.7364,0.0,0.0981
imgseg_benchmark_0604,LOF,0.8826,0.4,0.054
imgseg_benchmark_0604,PCA,0.656,0.0,0.002
imgseg_benchmark_0604,LODA,0.6164,0.0,0.021
imgseg_benchmark_0605,KNN,0.9679,0.0,0.0986
imgseg_benchmark_0605,LOF,0.9921,0.6667,0.047
imgseg_benchmark_0605,PCA,0.9329,0.0,0.003
imgseg_benchmark_0605,LODA,0.908,0.1667,0.022
imgseg_benchmark_0606,KNN,0.8455,0.0,0.1041
imgseg_benchmark_0606,LOF,0.8723,0.3333,0.048
imgseg_benchmark_0606,PCA,0.552,0.0,0.003
imgseg_benchmark_0606,LODA,0.5995,0.0,0.021
imgseg_benchmark_0607,KNN,0.8571,0.0,0.0971
imgseg_benchmark_0607,LOF,0.935,0.1667,0.049
imgseg_benchmark_0607,PCA,0.8079,0.0,0.003
imgseg_benchmark_0607,LODA,0.6272,0.0,0.02
imgseg_benchmark_0608,KNN,0.9547,0.0,0.0931
imgseg_benchmark_0608,LOF,0.983,0.8,0.046
imgseg_benchmark_0608,PCA,0.8213,0.0,0.002
imgseg_benchmark_0608,LODA,0.8788,0.3333,0.02
imgseg_benchmark_0609,KNN,0.8073,0.0,0.1031
imgseg_benchmark_0609,LOF,0.8774,0.1667,0.055
imgseg_benchmark_0609,PCA,0.5766,0.0,0.003
imgseg_benchmark_0609,LODA,0.5929,0.0,0.022
imgseg_benchmark_0610,KNN,0.7452,0.0,0.1036
imgseg_benchmark_0610,LOF,0.9169,0.3333,0.049
imgseg_benchmark_0610,PCA,0.7642,0.0,0.002
imgseg_benchmark_0610,LODA,0.4774,0.0,0.02
imgseg_benchmark_0611,KNN,0.8695,0.0,0.1061
imgseg_benchmark_0611,LOF,0.9299,0.0,0.0591
imgseg_benchmark_0611,PCA,0.7506,0.0,0.003
imgseg_benchmark_0611,LODA,0.6301,0.0,0.024
imgseg_benchmark_0612,KNN,0.8193,0.0,0.0971
imgseg_benchmark_0612,LOF,0.8629,0.1667,0.048
imgseg_benchmark_0612,PCA,0.8714,0.0,0.002
imgseg_benchmark_0612,LODA,0.7033,0.0,0.019
imgseg_benchmark_0613,KNN,0.8764,0.0,0.1041
imgseg_benchmark_0613,LOF,0.882,0.0,0.0561
imgseg_benchmark_0613,PCA,0.6359,0.0,0.003
imgseg_benchmark_0613,LODA,0.6661,0.0,0.02
imgseg_benchmark_0614,KNN,0.8911,0.0,0.0991
imgseg_benchmark_0614,LOF,0.9621,0.6667,0.05
imgseg_benchmark_0614,PCA,0.7632,0.0,0.003
imgseg_benchmark_0614,LODA,0.828,0.1667,0.02
imgseg_benchmark_0615,KNN,0.7406,0.0,0.0991
imgseg_benchmark_0615,LOF,0.8902,0.3333,0.055
imgseg_benchmark_0615,PCA,0.6807,0.0,0.002
imgseg_benchmark_0615,LODA,0.6521,0.0,0.02
imgseg_benchmark_0616,KNN,0.8941,0.0,0.1051
imgseg_benchmark_0616,LOF,0.8903,0.0,0.0566
imgseg_benchmark_0616,PCA,0.6199,0.0,0.002
imgseg_benchmark_0616,LODA,0.3852,0.0,0.02
imgseg_benchmark_0617,KNN,0.8506,0.0,0.1001
imgseg_benchmark_0617,LOF,0.9343,0.5,0.053
imgseg_benchmark_0617,PCA,0.8204,0.0,0.003
imgseg_benchmark_0617,LODA,0.8058,0.0,0.019
imgseg_benchmark_0618,KNN,0.9064,0.0,0.0981
imgseg_benchmark_0618,LOF,0.9084,0.5,0.052
imgseg_benchmark_0618,PCA,0.7957,0.0,0.003
imgseg_benchmark_0618,LODA,0.8382,0.5,0.021
imgseg_benchmark_0619,KNN,0.8439,0.0,0.1035
imgseg_benchmark_0619,LOF,0.9039,0.1667,0.054
imgseg_benchmark_0619,PCA,0.685,0.0,0.003
imgseg_benchmark_0619,LODA,0.5838,0.0,0.022
imgseg_benchmark_0620,KNN,0.7308,0.0,0.1061
imgseg_benchmark_0620,LOF,0.781,0.0,0.0586
imgseg_benchmark_0620,PCA,0.4993,0.0,0.003
imgseg_benchmark_0620,LODA,0.5233,0.0,0.023
imgseg_benchmark_0621,KNN,0.8812,0.0,0.1001
imgseg_benchmark_0621,LOF,0.9362,0.3333,0.046
imgseg_benchmark_0621,PCA,0.8012,0.0,0.003
imgseg_benchmark_0621,LODA,0.795,0.0,0.021
imgseg_benchmark_0622,KNN,0.924,0.0,0.0931
imgseg_benchmark_0622,LOF,0.9456,0.2,0.046
imgseg_benchmark_0622,PCA,0.8394,0.0,0.003
imgseg_benchmark_0622,LODA,0.8242,0.0,0.021
imgseg_benchmark_0623,KNN,0.9689,0.0,0.0941
imgseg_benchmark_0623,LOF,0.9855,1.0,0.054
imgseg_benchmark_0623,PCA,0.9435,0.0,0.003
imgseg_benchmark_0623,LODA,0.7015,0.1667,0.025
imgseg_benchmark_0624,KNN,0.898,0.0,0.1001
imgseg_benchmark_0624,LOF,0.9574,0.6667,0.049
imgseg_benchmark_0624,PCA,0.7744,0.0,0.003
imgseg_benchmark_0624,LODA,0.7201,0.0,0.02
imgseg_benchmark_0625,KNN,0.9357,0.0,0.0971
imgseg_benchmark_0625,LOF,0.9923,0.6667,0.049
imgseg_benchmark_0625,PCA,0.7601,0.0,0.002
imgseg_benchmark_0625,LODA,0.8121,0.0,0.021
imgseg_benchmark_0626,KNN,0.8953,0.0,0.0951
imgseg_benchmark_0626,LOF,0.9268,0.3333,0.049
imgseg_benchmark_0626,PCA,0.737,0.0,0.003
imgseg_benchmark_0626,LODA,0.6754,0.0,0.023
imgseg_benchmark_0627,KNN,0.8207,0.0,0.1051
imgseg_benchmark_0627,LOF,0.7543,0.3333,0.052
imgseg_benchmark_0627,PCA,0.7597,0.0,0.003
imgseg_benchmark_0627,LODA,0.6366,0.1667,0.02
imgseg_benchmark_0628,KNN,0.8009,0.0,0.0999
imgseg_benchmark_0628,LOF,0.8364,0.5,0.052
imgseg_benchmark_0628,PCA,0.8396,0.0,0.003
imgseg_benchmark_0628,LODA,0.7768,0.0,0.02
imgseg_benchmark_0629,KNN,0.8477,0.0,0.1051
imgseg_benchmark_0629,LOF,0.796,0.1667,0.0631
imgseg_benchmark_0629,PCA,0.7224,0.0,0.003
imgseg_benchmark_0629,LODA,0.6581,0.0,0.023
imgseg_benchmark_0630,KNN,0.8547,0.0,0.0991
imgseg_benchmark_0630,LOF,0.9244,0.5,0.053
imgseg_benchmark_0630,PCA,0.7295,0.0,0.002
imgseg_benchmark_0630,LODA,0.6984,0.0,0.02
imgseg_benchmark_0631,KNN,0.8501,0.0,0.1011
imgseg_benchmark_0631,LOF,0.8962,0.5,0.0621
imgseg_benchmark_0631,PCA,0.6877,0.0,0.003
imgseg_benchmark_0631,LODA,0.7276,0.0,0.021
imgseg_benchmark_0632,KNN,0.7661,0.0,0.1063
imgseg_benchmark_0632,LOF,0.8761,0.3333,0.053
imgseg_benchmark_0632,PCA,0.8009,0.0,0.003
imgseg_benchmark_0632,LODA,0.7615,0.0,0.02
imgseg_benchmark_0633,KNN,0.7462,0.0,0.1063
imgseg_benchmark_0633,LOF,0.8704,0.1667,0.053
imgseg_benchmark_0633,PCA,0.7034,0.0,0.002
imgseg_benchmark_0633,LODA,0.5675,0.0,0.021
imgseg_benchmark_0634,KNN,0.8765,0.0,0.1051
imgseg_benchmark_0634,LOF,0.8809,0.1667,0.053
imgseg_benchmark_0634,PCA,0.7281,0.0,0.003
imgseg_benchmark_0634,LODA,0.6813,0.0,0.022
imgseg_benchmark_0635,KNN,0.8381,0.0,0.1021
imgseg_benchmark_0635,LOF,0.9422,0.6667,0.05
imgseg_benchmark_0635,PCA,0.8735,0.0,0.003
imgseg_benchmark_0635,LODA,0.8269,0.1667,0.021
imgseg_benchmark_0636,KNN,0.8648,0.0,0.0941
imgseg_benchmark_0636,LOF,0.9485,0.5,0.05
imgseg_benchmark_0636,PCA,0.8347,0.0,0.003
imgseg_benchmark_0636,LODA,0.7614,0.1667,0.021
imgseg_benchmark_0637,KNN,0.8249,0.0,0.1081
imgseg_benchmark_0637,LOF,0.9199,0.3333,0.053
imgseg_benchmark_0637,PCA,0.744,0.0,0.003
imgseg_benchmark_0637,LODA,0.6658,0.0,0.02
imgseg_benchmark_0638,KNN,0.7825,0.0,0.1011
imgseg_benchmark_0638,LOF,0.9346,0.3333,0.053
imgseg_benchmark_0638,PCA,0.8036,0.0,0.003
imgseg_benchmark_0638,LODA,0.5031,0.1667,0.022
imgseg_benchmark_0639,KNN,0.8997,0.0,0.1011
imgseg_benchmark_0639,LOF,0.8764,0.3333,0.053
imgseg_benchmark_0639,PCA,0.7967,0.0,0.004
imgseg_benchmark_0639,LODA,0.6654,0.0,0.022
imgseg_benchmark_0640,KNN,0.7987,0.0,0.1011
imgseg_benchmark_0640,LOF,0.7529,0.1667,0.05
imgseg_benchmark_0640,PCA,0.8016,0.0,0.003
imgseg_benchmark_0640,LODA,0.6947,0.0,0.023
imgseg_benchmark_0641,KNN,0.6616,0.0,0.1011
imgseg_benchmark_0641,LOF,1.0,1.0,0.052
imgseg_benchmark_0641,PCA,0.9846,0.0,0.003
imgseg_benchmark_0641,LODA,0.9965,0.2,0.02
imgseg_benchmark_0642,KNN,0.4952,0.0,0.1031
imgseg_benchmark_0642,LOF,0.8367,0.0,0.0611
imgseg_benchmark_0642,PCA,0.6284,0.0,0.003
imgseg_benchmark_0642,LODA,0.1293,0.0,0.02
imgseg_benchmark_0643,KNN,0.8669,0.0,0.1051
imgseg_benchmark_0643,LOF,0.8331,0.0,0.0569
imgseg_benchmark_0643,PCA,0.8085,0.0,0.003
imgseg_benchmark_0643,LODA,0.7095,0.0,0.021
imgseg_benchmark_0644,KNN,0.6164,0.0,0.1031
imgseg_benchmark_0644,LOF,0.8662,0.0,0.0561
imgseg_benchmark_0644,PCA,0.5215,0.0,0.003
imgseg_benchmark_0644,LODA,0.3826,0.0,0.02
imgseg_benchmark_0645,KNN,0.9492,0.0,0.1001
imgseg_benchmark_0645,LOF,0.9996,0.8333,0.051
imgseg_benchmark_0645,PCA,0.9848,0.0,0.003
imgseg_benchmark_0645,LODA,0.9917,0.0,0.02
imgseg_benchmark_0646,KNN,0.7496,0.0,0.1041
imgseg_benchmark_0646,LOF,0.9092,0.0,0.0561
imgseg_benchmark_0646,PCA,0.3228,0.0,0.003
imgseg_benchmark_0646,LODA,0.0715,0.0,0.022
imgseg_benchmark_0647,KNN,0.6176,0.0,0.1091
imgseg_benchmark_0647,LOF,0.8871,0.0,0.0581
imgseg_benchmark_0647,PCA,0.4116,0.0,0.002
imgseg_benchmark_0647,LODA,0.5772,0.0,0.021
imgseg_benchmark_0648,KNN,0.9279,0.0,0.1011
imgseg_benchmark_0648,LOF,0.9377,0.6667,0.05
imgseg_benchmark_0648,PCA,0.8151,0.0,0.002
imgseg_benchmark_0648,LODA,0.8148,0.0,0.021
imgseg_benchmark_0649,KNN,0.6825,0.0,0.1051
imgseg_benchmark_0649,LOF,0.7417,0.0,0.0581
imgseg_benchmark_0649,PCA,0.1177,0.0,0.002
imgseg_benchmark_0649,LODA,0.2054,0.0,0.019
imgseg_benchmark_0650,KNN,0.9033,0.0,0.1061
imgseg_benchmark_0650,LOF,0.8664,0.0,0.0561
imgseg_benchmark_0650,PCA,0.6951,0.0,0.003
imgseg_benchmark_0650,LODA,0.7897,0.0,0.021
imgseg_benchmark_0651,KNN,0.6069,0.0,0.1091
imgseg_benchmark_0651,LOF,0.6971,0.0,0.0571
imgseg_benchmark_0651,PCA,0.3373,0.0,0.002
imgseg_benchmark_0651,LODA,0.3924,0.0,0.026
imgseg_benchmark_0652,KNN,0.7017,0.0,0.1071
imgseg_benchmark_0652,LOF,0.8286,0.0,0.0571
imgseg_benchmark_0652,PCA,0.5596,0.0,0.003
imgseg_benchmark_0652,LODA,0.7535,0.0,0.022
imgseg_benchmark_0653,KNN,0.8793,0.0,0.0996
imgseg_benchmark_0653,LOF,0.9593,0.1667,0.052
imgseg_benchmark_0653,PCA,0.6901,0.0,0.003
imgseg_benchmark_0653,LODA,0.7471,0.0,0.021
imgseg_benchmark_0654,KNN,0.8012,0.0,0.1091
imgseg_benchmark_0654,LOF,0.896,0.0,0.0561
imgseg_benchmark_0654,PCA,0.8126,0.0,0.003
imgseg_benchmark_0654,LODA,0.8506,0.0,0.023
imgseg_benchmark_0655,KNN,0.8782,0.0,0.0941
imgseg_benchmark_0655,LOF,1.0,1.0,0.053
imgseg_benchmark_0655,PCA,0.9847,0.0,0.003
imgseg_benchmark_0655,LODA,0.9861,0.3333,0.02
imgseg_benchmark_0656,KNN,0.8349,0.0,0.1071
imgseg_benchmark_0656,LOF,0.7988,0.0,0.0561
imgseg_benchmark_0656,PCA,0.6504,0.0,0.003
imgseg_benchmark_0656,LODA,0.334,0.0,0.019
imgseg_benchmark_0657,KNN,0.8779,0.0,0.1051
imgseg_benchmark_0657,LOF,0.8786,0.1667,0.0591
imgseg_benchmark_0657,PCA,0.6066,0.0,0.003
imgseg_benchmark_0657,LODA,0.4959,0.0,0.019
imgseg_benchmark_0658,KNN,0.8829,0.0,0.1024
imgseg_benchmark_0658,LOF,0.4951,0.0,0.0536
imgseg_benchmark_0658,PCA,0.8927,0.0,0.003
imgseg_benchmark_0658,LODA,0.9031,0.0,0.0225
imgseg_benchmark_0659,KNN,0.9024,0.0,0.1011
imgseg_benchmark_0659,LOF,0.9944,0.3333,0.0571
imgseg_benchmark_0659,PCA,0.9811,0.0,0.003
imgseg_benchmark_0659,LODA,0.9769,0.0,0.02
imgseg_benchmark_0660,KNN,0.7133,0.0,0.1071
imgseg_benchmark_0660,LOF,0.7222,0.0,0.0561
imgseg_benchmark_0660,PCA,0.1793,0.0,0.003
imgseg_benchmark_0660,LODA,0.3924,0.0,0.02
imgseg_benchmark_0661,KNN,0.8098,0.0,0.1061
imgseg_benchmark_0661,LOF,0.9262,0.5,0.049
imgseg_benchmark_0661,PCA,0.7754,0.0,0.003
imgseg_benchmark_0661,LODA,0.8786,0.1667,0.021
imgseg_benchmark_0662,KNN,0.7971,0.0,0.1011
imgseg_benchmark_0662,LOF,0.8399,0.1667,0.055
imgseg_benchmark_0662,PCA,0.7689,0.0,0.003
imgseg_benchmark_0662,LODA,0.7569,0.0,0.021
imgseg_benchmark_0663,KNN,0.5968,0.0,0.1081
imgseg_benchmark_0663,LOF,0.8036,0.0,0.0581
imgseg_benchmark_0663,PCA,0.523,0.0,0.003
imgseg_benchmark_0663,LODA,0.4255,0.0,0.022
imgseg_benchmark_0664,KNN,0.9113,0.0,0.1031
imgseg_benchmark_0664,LOF,0.9303,0.3333,0.052
imgseg_benchmark_0664,PCA,0.7565,0.0,0.003
imgseg_benchmark_0664,LODA,0.7908,0.0,0.02
imgseg_benchmark_0665,KNN,0.9301,0.0,0.1001
imgseg_benchmark_0665,LOF,0.9244,0.1667,0.054
imgseg_benchmark_0665,PCA,0.8189,0.0,0.002
imgseg_benchmark_0665,LODA,0.8483,0.0,0.024
imgseg_benchmark_0666,KNN,0.9038,0.0,0.0971
imgseg_benchmark_0666,LOF,0.8765,0.3333,0.047
imgseg_benchmark_0666,PCA,0.8803,0.0,0.003
imgseg_benchmark_0666,LODA,0.9021,0.0,0.021
imgseg_benchmark_0667,KNN,0.9498,0.0,0.0981
imgseg_benchmark_0667,LOF,0.9199,0.4,0.051
imgseg_benchmark_0667,PCA,0.9075,0.0,0.002
imgseg_benchmark_0667,LODA,0.8416,0.0,0.02
imgseg_benchmark_0668,KNN,0.935,0.0,0.1001
imgseg_benchmark_0668,LOF,0.932,0.2,0.049
imgseg_benchmark_0668,PCA,0.8042,0.0,0.003
imgseg_benchmark_0668,LODA,0.7193,0.0,0.023
imgseg_benchmark_0669,KNN,0.7489,0.0,0.1071
imgseg_benchmark_0669,LOF,0.9059,0.1667,0.053
imgseg_benchmark_0669,PCA,0.6571,0.0,0.003
imgseg_benchmark_0669,LODA,0.6828,0.0,0.023
imgseg_benchmark_0670,KNN,0.9115,0.0,0.1056
imgseg_benchmark_0670,LOF,0.9421,0.0,0.0561
imgseg_benchmark_0670,PCA,0.7138,0.0,0.002
imgseg_benchmark_0670,LODA,0.3382,0.0,0.021
imgseg_benchmark_0671,KNN,0.8605,0.0,0.1021
imgseg_benchmark_0671,LOF,0.9297,0.6,0.054
imgseg_benchmark_0671,PCA,0.7168,0.0,0.003
imgseg_benchmark_0671,LODA,0.6891,0.0,0.022
imgseg_benchmark_0672,KNN,0.8938,0.0,0.0971
imgseg_benchmark_0672,LOF,0.9529,0.3333,0.049
imgseg_benchmark_0672,PCA,0.7942,0.0,0.003
imgseg_benchmark_0672,LODA,0.7311,0.0,0.021
imgseg_benchmark_0673,KNN,0.9087,0.0,0.1003
imgseg_benchmark_0673,LOF,0.9617,0.6667,0.048
imgseg_benchmark_0673,PCA,0.8493,0.0,0.002
imgseg_benchmark_0673,LODA,0.656,0.1667,0.023
imgseg_benchmark_0674,KNN,0.9248,0.0,0.0981
imgseg_benchmark_0674,LOF,0.9623,0.5,0.05
imgseg_benchmark_0674,PCA,0.8368,0.0,0.002
imgseg_benchmark_0674,LODA,0.8549,0.0,0.02
imgseg_benchmark_0675,KNN,0.951,0.0,0.1017
imgseg_benchmark_0675,LOF,0.9423,0.6667,0.0561
imgseg_benchmark_0675,PCA,0.9437,0.0,0.002
imgseg_benchmark_0675,LODA,0.9219,0.0,0.02
imgseg_benchmark_0676,KNN,0.8183,0.0,0.1039
imgseg_benchmark_0676,LOF,0.8963,0.3333,0.051
imgseg_benchmark_0676,PCA,0.7253,0.0,0.002
imgseg_benchmark_0676,LODA,0.6065,0.0,0.02
imgseg_benchmark_0677,KNN,0.6559,0.0,0.1007
imgseg_benchmark_0677,LOF,0.7037,0.3333,0.0561
imgseg_benchmark_0677,PCA,0.729,0.0,0.003
imgseg_benchmark_0677,LODA,0.74,0.0,0.021
imgseg_benchmark_0678,KNN,0.8868,0.0,0.1001
imgseg_benchmark_0678,LOF,0.9501,0.6,0.051
imgseg_benchmark_0678,PCA,0.8568,0.0,0.003
imgseg_benchmark_0678,LODA,0.8859,0.0,0.02
imgseg_benchmark_0679,KNN,0.9199,0.0,0.1041
imgseg_benchmark_0679,LOF,0.8506,0.0,0.0571
imgseg_benchmark_0679,PCA,0.7765,0.0,0.002
imgseg_benchmark_0679,LODA,0.6685,0.0,0.021
imgseg_benchmark_0680,KNN,0.8959,0.0,0.0962
imgseg_benchmark_0680,LOF,0.9443,0.3333,0.05
imgseg_benchmark_0680,PCA,0.8352,0.0,0.003
imgseg_benchmark_0680,LODA,0.8374,0.0,0.02
imgseg_benchmark_0681,KNN,0.8743,0.0,0.1011
imgseg_benchmark_0681,LOF,0.9579,0.3333,0.048
imgseg_benchmark_0681,PCA,0.7343,0.0,0.003
imgseg_benchmark_0681,LODA,0.7424,0.1667,0.021
imgseg_benchmark_0682,KNN,0.6918,0.0,0.1091
imgseg_benchmark_0682,LOF,0.8822,0.1667,0.0541
imgseg_benchmark_0682,PCA,0.6264,0.0,0.003
imgseg_benchmark_0682,LODA,0.5738,0.0,0.023
imgseg_benchmark_0683,KNN,0.7776,0.0,0.0951
imgseg_benchmark_0683,LOF,0.8071,0.3333,0.048
imgseg_benchmark_0683,PCA,0.7344,0.0,0.003
imgseg_benchmark_0683,LODA,0.7323,0.0,0.023
imgseg_benchmark_0684,KNN,0.7146,0.0,0.0981
imgseg_benchmark_0684,LOF,0.8812,0.2857,0.05
imgseg_benchmark_0684,PCA,0.7604,0.0,0.003
imgseg_benchmark_0684,LODA,0.6467,0.0,0.02
imgseg_benchmark_0685,KNN,0.8858,0.0,0.0951
imgseg_benchmark_0685,LOF,0.9478,0.3333,0.05
imgseg_benchmark_0685,PCA,0.8315,0.0,0.003
imgseg_benchmark_0685,LODA,0.7882,0.0,0.022
imgseg_benchmark_0686,KNN,0.8946,0.0,0.0951
imgseg_benchmark_0686,LOF,0.9665,0.6667,0.053
imgseg_benchmark_0686,PCA,0.7723,0.0,0.003
imgseg_benchmark_0686,LODA,0.8253,0.1667,0.019
imgseg_benchmark_0687,KNN,0.7941,0.0,0.1051
imgseg_benchmark_0687,LOF,0.8479,0.3333,0.055
imgseg_benchmark_0687,PCA,0.8486,0.0,0.003
imgseg_benchmark_0687,LODA,0.8381,0.1667,0.023
imgseg_benchmark_0688,KNN,0.8471,0.0,0.1061
imgseg_benchmark_0688,LOF,0.9063,0.3333,0.054
imgseg_benchmark_0688,PCA,0.7207,0.0,0.003
imgseg_benchmark_0688,LODA,0.6632,0.0,0.0235
imgseg_benchmark_0689,KNN,0.8225,0.0,0.106
imgseg_benchmark_0689,LOF,0.947,0.6,0.0571
imgseg_benchmark_0689,PCA,0.8316,0.0,0.002
imgseg_benchmark_0689,LODA,0.7717,0.1667,0.02
imgseg_benchmark_0690,KNN,0.6429,0.0,0.0967
imgseg_benchmark_0690,LOF,0.8496,0.1667,0.048
imgseg_benchmark_0690,PCA,0.6368,0.0,0.003
imgseg_benchmark_0690,LODA,0.5535,0.0,0.022
imgseg_benchmark_0691,KNN,0.7765,0.0,0.0961
imgseg_benchmark_0691,LOF,0.8465,0.3333,0.051
imgseg_benchmark_0691,PCA,0.698,0.0,0.003
imgseg_benchmark_0691,LODA,0.6825,0.0,0.021
imgseg_benchmark_0692,KNN,0.7922,0.0,0.0931
imgseg_benchmark_0692,LOF,0.9477,0.3333,0.043
imgseg_benchmark_0692,PCA,0.7005,0.0,0.003
imgseg_benchmark_0692,LODA,0.6397,0.1667,0.02
imgseg_benchmark_0693,KNN,0.8636,0.0,0.0981
imgseg_benchmark_0693,LOF,0.9451,0.8,0.048
imgseg_benchmark_0693,PCA,0.8859,0.0,0.003
imgseg_benchmark_0693,LODA,0.7347,0.0,0.021
imgseg_benchmark_0694,KNN,0.9091,0.0,0.0981
imgseg_benchmark_0694,LOF,0.8878,0.3333,0.052
imgseg_benchmark_0694,PCA,0.8615,0.0,0.003
imgseg_benchmark_0694,LODA,0.7785,0.0,0.022
imgseg_benchmark_0695,KNN,0.8075,0.0,0.0991
imgseg_benchmark_0695,LOF,0.8238,0.3333,0.052
imgseg_benchmark_0695,PCA,0.7912,0.0,0.003
imgseg_benchmark_0695,LODA,0.7806,0.0,0.02
imgseg_benchmark_0696,KNN,0.8749,0.0,0.0971
imgseg_benchmark_0696,LOF,0.9287,0.5,0.049
imgseg_benchmark_0696,PCA,0.8761,0.0,0.003
imgseg_benchmark_0696,LODA,0.8645,0.2,0.0205
imgseg_benchmark_0697,KNN,0.8187,0.0,0.0981
imgseg_benchmark_0697,LOF,0.8008,0.5,0.049
imgseg_benchmark_0697,PCA,0.6282,0.0,0.002
imgseg_benchmark_0697,LODA,0.7229,0.0,0.022
imgseg_benchmark_0698,KNN,0.8768,0.0,0.0961
imgseg_benchmark_0698,LOF,0.9317,0.5,0.049
imgseg_benchmark_0698,PCA,0.7304,0.0,0.003
imgseg_benchmark_0698,LODA,0.6083,0.0,0.02
imgseg_benchmark_0699,KNN,0.7949,0.0,0.1041
imgseg_benchmark_0699,LOF,0.9531,0.4,0.054
imgseg_benchmark_0699,PCA,0.8274,0.0,0.003
imgseg_benchmark_0699,LODA,0.7273,0.0,0.02
imgseg_benchmark_0700,KNN,0.678,0.0,0.1041
imgseg_benchmark_0700,LOF,0.7831,0.3333,0.0621
imgseg_benchmark_0700,PCA,0.6605,0.0,0.003
imgseg_benchmark_0700,LODA,0.6348,0.0,0.022
imgseg_benchmark_0701,KNN,0.7298,0.0,0.1051
imgseg_benchmark_0701,LOF,0.8503,0.3333,0.0581
imgseg_benchmark_0701,PCA,0.487,0.0,0.003
imgseg_benchmark_0701,LODA,0.498,0.0,0.023
imgseg_benchmark_0702,KNN,0.796,0.0,0.1079
